plate_id,observer_id,date,concentration,cv
10.16.15.P3,FVK,2015-10-16,14.012,24.01
10.28.15.P3,FVK,2015-10-28,10.313,13.456
11.3.15.P1,FVK,2015-11-03,31.8,13.302
10.28.15.P3,FVK,2015-10-28,8.34,21.169
10.16.15.P1,FVK,2015-10-16,4.226,6.402
10.28.15.P4,FVK,2015-10-28,3.138,43.148
11.3.15.P2,FVK,2015-11-03,7.524,12.716
10.28.15.P4,FVK,2015-10-28,4.616,82.742
10.31.15.P2,FVK,2015-10-31,24.498,12.528
10.14.15.P3,FVK,2015-10-14,7.579,9.249
10.28.15.P2,FVK,2015-10-28,12.852,2.699
11.3.15.P2,FVK,2015-11-03,15.47,4.705
10.31.15.P2,FVK,2015-10-31,8.225,2.013
10.31.15.P3,FVK,2015-10-31,12.895,27.06
10.16.15.P2,FVK,2015-10-16,11.258,19.185
10.28.15.P4,FVK,2015-10-28,3.643,61.087
11.3.15.P2,FVK,2015-11-03,60.862,39.589
10.31.15.P3,FVK,2015-10-31,27.161,1.455
10.13.15.P2,FVK,2015-10-13,11.466,3.466
10.28.15.P2,FVK,2015-10-28,10.032,5.095
10.16.15.P2,FVK,2015-10-16,12.923,0.675
10.28.15.P4,FVK,2015-10-28,5.428,2.678
10.28.15.P4,FVK,2015-10-28,9.687,13.878
10.14.15.P3,FVK,2015-10-14,11.348,0.826
10.28.15.P4,FVK,2015-10-28,12.285,42.106
10.16.15.P3,FVK,2015-10-16,13.329,18.985
10.28.15.P3,FVK,2015-10-28,11.196,21.195
10.28.15.P4,FVK,2015-10-28,7.786,55.172
10.31.15.P2,FVK,2015-10-31,4.073,10.601
10.31.15.P2,FVK,2015-10-31,19.751,1.66
11.3.15.P1,FVK,2015-11-03,10.723,6.323
10.28.15.P2,FVK,2015-10-28,15.25,9.667
10.16.15.P2,FVK,2015-10-16,9.054,2.372
10.28.15.P4,FVK,2015-10-28,5.282,7.504
10.28.15.P3,FVK,2015-10-28,11.231,8.806
10.14.15.P3,FVK,2015-10-14,3.762,5.692
10.31.15.P2,FVK,2015-10-31,11.134,18.334
10.16.15.P1,FVK,2015-10-16,11.874,12.686
11.3.15.P2,FVK,2015-11-03,24.461,0
10.28.15.P2,FVK,2015-10-28,2.977,52.334
10.28.15.P3,FVK,2015-10-28,19.735,1.518
3.25.16.P1,FVK,2016-03-25,26.508,11.429
3.24.16.P1,FVK,2016-03-24,13.917,5.08
3.24.16.P1,FVK,2016-03-24,9.975,7.79
1.13.17P1,FVK,2017-01-13,24.717,0.391
3.25.16.P1,FVK,2016-03-25,28.444,1.441
3.24.16.P1,FVK,2016-03-24,38.723,0.507
3.24.16.P1,FVK,2016-03-24,5.681,10.405
3.25.16.P1,FVK,2016-03-25,28.908,2.886
1.13.17P1,FVK,2017-01-13,12.494,0
3.24.16.P1,FVK,2016-03-24,18.022,1.612
3.25.16.P2,FVK,2016-03-25,62.78,12.971
1.13.17P1,FVK,2017-01-13,53.499,11.457
3.24.16.P1,FVK,2016-03-24,8.712,3.177
3.24.16.P2,FVK,2016-03-24,18.713,1.12
3.25.16.P1,FVK,2016-03-25,22.392,3.451
3.25.16.P1,FVK,2016-03-25,42.696,11.266
3.25.16.P1,FVK,2016-03-25,32.013,6.054
3.25.16.P1,FVK,2016-03-25,11.525,18.415
3.25.16.P2,FVK,2016-03-25,13.623,2.33
1.2.17.P1,FVK,2017-01-02,14.835,2.699
3.25.16.P1,FVK,2016-03-25,16.665,16.836
3.24.16.P1,FVK,2016-03-24,5.705,14.03
3.24.16.P1,FVK,2016-03-24,11.8,7.98
3.24.16.P1,FVK,2016-03-24,21.569,0.19
1.13.17P2,FVK,2017-01-13,20.927,4.749
3.25.16.P1,FVK,2016-03-25,83.029,6.219
3.24.16.P2,FVK,2016-03-24,18.555,10.909
3.25.16.P1,FVK,2016-03-25,19.89,6.504
3.24.16.P1,FVK,2016-03-24,17.923,5.363
3.25.16.P1,FVK,2016-03-25,16.974,11.29
3.25.16.P1,FVK,2016-03-25,171.188,7.638
3.25.16.P1,FVK,2016-03-25,10.552,0
3.24.16.P2,FVK,2016-03-24,8.952,8.036
3.25.16.P1,FVK,2016-03-25,25.012,3.259
3.24.16.P1,FVK,2016-03-24,10.701,7.455
3.25.16.P1,FVK,2016-03-25,37.104,13.038
3.25.16.P1,FVK,2016-03-25,34.512,3.806
3.24.16.P2,FVK,2016-03-24,10.347,0.385
3.25.16.P1,FVK,2016-03-25,35.357,4.671
3.24.16.P2,FVK,2016-03-24,7.045,6.06
3.25.16.P1,FVK,2016-03-25,31.709,3.545
3.25.16.P1,FVK,2016-03-25,29.379,3.51
3.24.16.P1,FVK,2016-03-24,8.977,5.335
3.24.16.P2,FVK,2016-03-24,16.571,4.27
3.25.16.P1,FVK,2016-03-25,72.321,11.394
3.25.16.P1,FVK,2016-03-25,22.118,6.087
3.25.16.P1,FVK,2016-03-25,20.567,0.813
3.25.16.P1,FVK,2016-03-25,47.715,4.794
3.25.16.P1,FVK,2016-03-25,11.049,3.332
3.25.16.P1,FVK,2016-03-25,26.395,8.984
3.24.16.P2,FVK,2016-03-24,11.169,1.163
3.25.16.P1,FVK,2016-03-25,18.096,3.066
3.24.16.P1,FVK,2016-03-24,17.682,0
3.24.16.P1,FVK,2016-03-24,7.586,3.236
3.25.16.P1,FVK,2016-03-25,84.608,7.697
1.13.17P1,FVK,2017-01-13,73.977,4.755
3.24.16.P1,FVK,2016-03-24,7.092,6.034
1.13.17P1,FVK,2017-01-13,85.043,11.78
3.25.16.P1,FVK,2016-03-25,37.973,9.035
2.1.17.P1,FVK,2017-02-01,24.301,9.546
3.24.16.P2,FVK,2016-03-24,8.944,5.36
1.13.17P2,FVK,2017-01-13,25.472,0.528
3.24.16.P1,FVK,2016-03-24,15.958,4.69
3.25.16.P1,FVK,2016-03-25,22.731,9.735
1.13.17P2,FVK,2017-01-13,21.873,0
1.13.17P1,FVK,2017-01-13,130.896,4.975
1.2.17.P1,FVK,2017-01-02,26.909,4.47
1.13.17P1,FVK,2017-01-13,52.385,2.634
1.13.17P2,FVK,2017-01-13,16.327,6.102
1.13.17P1,FVK,2017-01-13,21.773,6.647
1.13.17P2,FVK,2017-01-13,22.782,1.442
1.13.17P2,FVK,2017-01-13,25.405,7.377
1.13.17P1,FVK,2017-01-13,97.431,2.038
3.24.16.P2,FVK,2016-03-24,14.679,20.563
3.25.16.P1,FVK,2016-03-25,25.599,8.356
1.13.17P2,FVK,2017-01-13,20.86,3.743
1.13.17P2,FVK,2017-01-13,18.414,8.247
1.13.17P2,FVK,2017-01-13,21.554,0.359
3.25.16.P1,FVK,2016-03-25,40.95,18.288
1.13.17P2,FVK,2017-01-13,23.796,0.657
3.25.16.P1,FVK,2016-03-25,23.758,29.12
1.2.17.P1,FVK,2017-01-02,13.402,1.731
3.24.16.P1,FVK,2016-03-24,13.293,3.029
3.25.16.P2,FVK,2016-03-25,8.211,6.306
3.25.16.P2,FVK,2016-03-25,20.024,19.154
1.13.17P2,FVK,2017-01-13,18.58,1.277
3.25.16.P2,FVK,2016-03-25,8.579,3.716
3.25.16.P2,FVK,2016-03-25,9.367,11.168
3.24.16.P1,FVK,2016-03-24,6.341,11.494
3.25.16.P2,FVK,2016-03-25,34.083,3.828
3.24.16.P2,FVK,2016-03-24,14.363,4.283
1.2.17.P1,FVK,2017-01-02,18.474,1.297
3.25.16.P2,FVK,2016-03-25,10.355,14.82
3.25.16.P2,FVK,2016-03-25,15.583,5.253
3.24.16.P1,FVK,2016-03-24,6.036,7.352
1.13.17P1,FVK,2017-01-13,59.856,8.479
1.2.17.P1,FVK,2017-01-02,28.948,0.481
3.25.16.P2,FVK,2016-03-25,27.563,0.876
3.25.16.P2,FVK,2016-03-25,93.62,7.995
3.24.16.P1,FVK,2016-03-24,8.466,1.174
3.25.16.P2,FVK,2016-03-25,21.643,10.808
3.25.16.P2,FVK,2016-03-25,12.157,5.149
3.24.16.P2,FVK,2016-03-24,48.149,NA
1.13.17P2,FVK,2017-01-13,18.708,0.748
3.24.16.P1,FVK,2016-03-24,4.209,6.146
3.24.16.P1,FVK,2016-03-24,11.43,3.986
1.2.17.P1,FVK,2017-01-02,99.319,6.408
3.25.16.P2,FVK,2016-03-25,23.876,19.226
3.25.16.P2,FVK,2016-03-25,27.77,1.578
3.25.16.P2,FVK,2016-03-25,9.42,11.145
3.24.16.P1,FVK,2016-03-24,16.863,2.464
3.25.16.P2,FVK,2016-03-25,10.22,13.149
3.25.16.P2,FVK,2016-03-25,32.937,8.491
3.24.16.P1,FVK,2016-03-24,24.152,14.617
3.25.16.P2,FVK,2016-03-25,22.435,0.86
3.25.16.P2,FVK,2016-03-25,12.866,3.991
3.24.16.P1,FVK,2016-03-24,8.375,14.413
3.24.16.P1,FVK,2016-03-24,6.707,8.201
3.24.16.P2,FVK,2016-03-24,22.138,16.611
3.24.16.P2,FVK,2016-03-24,6.154,8.838
3.25.16.P2,FVK,2016-03-25,30.175,13.992
3.25.16.P2,FVK,2016-03-25,30.057,16.614
3.24.16.P2,FVK,2016-03-24,90.769,63.698
1.13.17P2,FVK,2017-01-13,18.343,7.43
3.25.16.P2,FVK,2016-03-25,18.904,7.395
3.24.16.P1,FVK,2016-03-24,11.208,8.622
3.24.16.P2,FVK,2016-03-24,12.073,14.468
3.24.16.P1,FVK,2016-03-24,7.126,5.684
3.24.16.P2,FVK,2016-03-24,8.878,7.655
3.25.16.P2,FVK,2016-03-25,36.036,11.617
3.25.16.P2,FVK,2016-03-25,16.139,6.971
3.24.16.P2,FVK,2016-03-24,93.963,NA
3.24.16.P2,FVK,2016-03-24,11.35,11.441
3.25.16.P2,FVK,2016-03-25,31.825,14.134
3.24.16.P2,FVK,2016-03-24,12.557,8.881
3.25.16.P2,FVK,2016-03-25,28.099,8.247
3.25.16.P2,FVK,2016-03-25,15.441,2.28
1.13.17P1,FVK,2017-01-13,26.131,6.166
1.13.17P1,FVK,2017-01-13,23.021,43.965
1.13.17P2,FVK,2017-01-13,17.361,2.996
3.24.16.P1,FVK,2016-03-24,21.47,4.738
1.13.17P1,FVK,2017-01-13,18.922,11.879
1.13.17P2,FVK,2017-01-13,19.632,6.369
3.25.16.P2,FVK,2016-03-25,8.038,3.819
3.25.16.P2,FVK,2016-03-25,6.119,14.032
1.13.17P2,FVK,2017-01-13,22.414,4.531
1.13.17P1,FVK,2017-01-13,20.527,6.541
3.25.16.P2,FVK,2016-03-25,14.178,6.755
1.13.17P1,FVK,2017-01-13,54.232,0
1.13.17P2,FVK,2017-01-13,16.578,4.525
1.13.17P1,FVK,2017-01-13,28.41,15.641
1.13.17P2,FVK,2017-01-13,20.392,1.59
1.13.17P1,FVK,2017-01-13,74.835,1.837
1.13.17P1,FVK,2017-01-13,22.55,4.794
3.24.16.P2,FVK,2016-03-24,7.418,0.194
3.24.16.P2,FVK,2016-03-24,14.215,7.52
1.20.17.P1,FVK,2017-01-20,66.352,16.301
11.30.16.P1,FVK,2016-11-30,12.563,19.741
1.13.17P2,FVK,2017-01-13,14.602,15.31
1.20.17.P2,FVK,2017-01-20,34.256,27.121
1.13.17P2,FVK,2017-01-13,20.268,2.027
3.24.16.P2,FVK,2016-03-24,29.806,9.496
1.13.17P2,FVK,2017-01-13,19.695,3.8
1.13.17P2,FVK,2017-01-13,18.531,1.956
1.13.17P1,FVK,2017-01-13,7.084,20.544
1.13.17P2,FVK,2017-01-13,17.131,7.988
2.1.17.P1,FVK,2017-02-01,10.515,2.436
2.1.17.P1,FVK,2017-02-01,23.977,2.23
1.13.17P1,FVK,2017-01-13,27.537,3.997
1.13.17P1,FVK,2017-01-13,39.95,1.747
1.13.17P1,FVK,2017-01-13,12.147,45.562
1.13.17P1,FVK,2017-01-13,28.672,9.794
3.24.16.P1,FVK,2016-03-24,11.443,12.268
3.24.16.P2,FVK,2016-03-24,6.1,14.483
1.13.17P1,FVK,2017-01-13,20.822,5.704
1.13.17P1,FVK,2017-01-13,10.557,34.339
2.1.17.P1,FVK,2017-02-01,11.854,10.771
1.13.17P2,FVK,2017-01-13,17.063,7.453
1.13.17P1,FVK,2017-01-13,78.89,10.441
1.13.17P1,FVK,2017-01-13,17.392,4.69
1.13.17P1,FVK,2017-01-13,18.019,54.179
1.20.17.P1,FVK,2017-01-20,5.732,7.392
1.20.17.P1,FVK,2017-01-20,11.616,23.275
11.30.16.P2,FVK,2016-11-30,6.21,14.035
1.2.17.P1,FVK,2017-01-02,16.884,1.972
1.13.17P1,FVK,2017-01-13,53.076,25.745
11.30.16.P2,FVK,2016-11-30,27.508,0.311
1.13.17P1,FVK,2017-01-13,74.993,19.348
1.2.17.P1,FVK,2017-01-02,10.97,4.981
3.24.16.P1,FVK,2016-03-24,32.297,2.511
1.13.17P1,FVK,2017-01-13,40.754,16.297
1.13.17P2,FVK,2017-01-13,19.178,2.881
11.30.16.P1,FVK,2016-11-30,19.724,28.359
1.13.17P2,FVK,2017-01-13,23.097,0.362
1.13.17P2,FVK,2017-01-13,21.997,1.651
1.13.17P1,FVK,2017-01-13,17.602,9.98
11.30.16.P1,FVK,2016-11-30,63.775,2.41
11.30.16.P1,FVK,2016-11-30,20.187,7.7
1.2.17.P1,FVK,2017-01-02,8.751,101.149
11.30.16.P2,FVK,2016-11-30,1.91,1.392
1.13.17P2,FVK,2017-01-13,15.758,0.521
11.30.16.P2,FVK,2016-11-30,5.044,2.286
11.30.16.P3,FVK,2016-11-30,3.204,3.831
11.30.16.P2,FVK,2016-11-30,2.408,30.347
1.13.17P1,FVK,2017-01-13,24.758,9.365
1.20.17.P1,FVK,2017-01-20,26.162,8.563
12.7.16.P2,FVK,2016-12-08,15.495,2.915
1.20.17.P2,FVK,2017-01-20,28.227,12.057
1.20.17.P2,FVK,2017-01-20,8.414,13.34
12.7.16.P1,FVK,2016-12-08,43.417,3.142
1.20.17.P1,FVK,2017-01-20,11.227,12.035
12.7.16.P1,FVK,2016-12-08,36.391,4.537
12.7.16.P2,FVK,2016-12-08,32.89,22.614
12.7.16.P2,FVK,2016-12-08,12.433,4.292
1.20.17.P1,FVK,2017-01-20,9.923,6.622
1.20.17.P1,FVK,2017-01-20,10.11,7.205
1.20.17.P1,FVK,2017-01-20,18.587,0.192
1.20.17.P2,FVK,2017-01-20,7.678,15.207
1.20.17.P2,FVK,2017-01-20,39.381,10.904
12.7.16.P1,FVK,2016-12-08,51.805,9.769
1.20.17.P1,FVK,2017-01-20,23.731,4.643
12.7.16.P1,FVK,2016-12-08,42.511,6.459
1.20.17.P2,FVK,2017-01-20,49.361,2.798
1.20.17.P2,FVK,2017-01-20,9.464,9.168
12.7.16.P1,FVK,2016-12-08,42.823,4.913
12.7.16.P1,FVK,2016-12-08,47.851,10.045
12.7.16.P2,FVK,2016-12-08,7.592,1.152
12.7.16.P2,FVK,2016-12-08,5.971,2.738
12.7.16.P2,FVK,2016-12-08,16.364,17.918
12.7.16.P1,FVK,2016-12-08,39.916,5.256
1.20.17.P1,FVK,2017-01-20,14.174,0.775
12.7.16.P1,FVK,2016-12-08,37.848,1.085
12.7.16.P1,FVK,2016-12-08,45.579,10.733
1.20.17.P1,FVK,2017-01-20,17.087,2.115
12.7.16.P2,FVK,2016-12-08,24.2,10.445
1.20.17.P2,FVK,2017-01-20,11.947,0.819
12.7.16.P2,FVK,2016-12-08,16.658,7.669
1.20.17.P2,FVK,2017-01-20,7.841,0.892
1.20.17.P2,FVK,2017-01-20,2.077,48.738
1.20.17.P1,FVK,2017-01-20,68.544,10.233
1.20.17.P2,FVK,2017-01-20,39.346,6.181
1.20.17.P2,FVK,2017-01-20,27.546,4.35
1.20.17.P2,FVK,2017-01-20,13.852,14.415
1.20.17.P2,FVK,2017-01-20,17.183,6.304
1.20.17.P2,FVK,2017-01-20,126.132,13.35
1.20.17.P1,FVK,2017-01-20,9.709,9.456
1.20.17.P1,FVK,2017-01-20,119.52,15.357
1.20.17.P1,FVK,2017-01-20,74.623,12.384
1.20.17.P2,FVK,2017-01-20,38.51,0.822
1.20.17.P2,FVK,2017-01-20,9.192,8.154
1.20.17.P1,FVK,2017-01-20,77.918,4.357
1.20.17.P2,FVK,2017-01-20,58.37,2.913
1.20.17.P1,FVK,2017-01-20,31.899,9.927
1.20.17.P2,FVK,2017-01-20,89.533,10.446
1.20.17.P2,FVK,2017-01-20,26.792,15.34
1.20.17.P1,FVK,2017-01-20,62.811,4.549
1.20.17.P1,FVK,2017-01-20,10.151,25.034
1.20.17.P2,FVK,2017-01-20,33.917,6.252
1.20.17.P1,FVK,2017-01-20,101.538,5.287
12.7.16.P2,FVK,2016-12-08,30.335,4.401
12.7.16.P1,FVK,2016-12-08,32.243,2.817
12.7.16.P1,FVK,2016-12-08,31.896,1.953
1.20.17.P2,FVK,2017-01-20,24.663,1.769
1.20.17.P2,FVK,2017-01-20,14.366,0.2
1.20.17.P2,FVK,2017-01-20,10.226,7.77
12.7.16.P1,FVK,2016-12-08,54.795,4.95
1.20.17.P1,FVK,2017-01-20,25.601,17.035
12.7.16.P1,FVK,2016-12-08,51.192,11.026
1.20.17.P2,FVK,2017-01-20,7.249,15.44
12.7.16.P2,FVK,2016-12-08,16.928,5.29
1.20.17.P1,FVK,2017-01-20,23.688,2.129
12.7.16.P2,FVK,2016-12-08,15.807,14.526
1.20.17.P1,FVK,2017-01-20,73.914,19.371
12.7.16.P1,FVK,2016-12-08,143.193,8.001
1.20.17.P2,FVK,2017-01-20,54.121,0.66
12.7.16.P1,FVK,2016-12-08,40.288,0.988
12.7.16.P1,FVK,2016-12-08,50.21,8.036
1.20.17.P1,FVK,2017-01-20,18.091,2.497
1.20.17.P2,FVK,2017-01-20,19.731,3.137
1.20.17.P1,FVK,2017-01-20,35.781,1.01
12.7.16.P1,FVK,2016-12-08,57.146,5.104
12.7.16.P2,FVK,2016-12-08,5.418,17.44
1.20.17.P2,FVK,2017-01-20,29.284,0.795
12.7.16.P1,FVK,2016-12-08,21.708,16.227
12.7.16.P1,FVK,2016-12-08,57.496,6.177
12.7.16.P2,FVK,2016-12-08,34.233,18.105
1.20.17.P2,FVK,2017-01-20,3.993,27.394
1.20.17.P1,FVK,2017-01-20,6.845,9.228
1.20.17.P1,FVK,2017-01-20,67.129,8.33
12.7.16.P1,FVK,2016-12-08,106.678,16.921
12.7.16.P2,FVK,2016-12-08,23.477,10.42
12.7.16.P1,FVK,2016-12-08,45.944,4.59
12.7.16.P2,FVK,2016-12-08,18.786,12.154
1.20.17.P1,FVK,2017-01-20,43.398,6.887
1.20.17.P2,FVK,2017-01-20,36.822,1.428
1.20.17.P2,FVK,2017-01-20,15.221,0.795
1.20.17.P2,FVK,2017-01-20,6.339,13.459
12.7.16.P1,FVK,2016-12-08,105.002,4.59
12.7.16.P1,FVK,2016-12-08,42.016,9.648
1.20.17.P2,FVK,2017-01-20,15.944,2.179
1.20.17.P2,FVK,2017-01-20,53.216,2.628
1.20.17.P1,FVK,2017-01-20,18.899,38.506
12.7.16.P2,FVK,2016-12-08,11.278,2.437
12.7.16.P1,FVK,2016-12-08,46.963,4.289
12.7.16.P2,FVK,2016-12-08,10.156,12.319
12.7.16.P1,FVK,2016-12-08,48.638,41.475
12.7.16.P2,FVK,2016-12-08,16.741,16.083
12.7.16.P1,FVK,2016-12-08,20.69,1.066
1.20.17.P1,FVK,2017-01-20,9.533,27.628
12.7.16.P2,FVK,2016-12-08,34.999,0.281
12.7.16.P1,FVK,2016-12-08,42.22,7
1.20.17.P2,FVK,2017-01-20,6.329,38.789
12.7.16.P2,FVK,2016-12-08,17.864,19.473
12.7.16.P1,FVK,2016-12-08,44.279,1.696
12.7.16.P2,FVK,2016-12-08,20.61,5.575
12.7.16.P2,FVK,2016-12-08,20.108,4.774
12.7.16.P2,FVK,2016-12-08,7.038,10.522
1.20.17.P1,FVK,2017-01-20,28.676,9.417
11.30.16.P1,FVK,2016-11-30,12.077,8.956
11.30.16.P1,FVK,2016-11-30,19.842,3.713
11.30.16.P1,FVK,2016-11-30,17.098,0.098
11.30.16.P1,FVK,2016-11-30,11.797,13.766
11.30.16.P1,FVK,2016-11-30,18.632,6.625
11.30.16.P1,FVK,2016-11-30,16.402,8.163
11.30.16.P2,FVK,2016-11-30,9.098,12.876
11.30.16.P1,FVK,2016-11-30,15.163,9.891
11.30.16.P1,FVK,2016-11-30,25.356,4.587
11.30.16.P3,FVK,2016-11-30,5.591,11.626
11.30.16.P3,FVK,2016-11-30,2.233,25.786
11.30.16.P2,FVK,2016-11-30,3.485,4.075
11.30.16.P2,FVK,2016-11-30,7.165,8.154
11.30.16.P1,FVK,2016-11-30,3.792,51.795
11.30.16.P1,FVK,2016-11-30,28.551,11.207
11.30.16.P3,FVK,2016-11-30,20.253,NA
11.30.16.P3,FVK,2016-11-30,1.501,44.632
11.30.16.P2,FVK,2016-11-30,12.695,2.188
11.30.16.P3,FVK,2016-11-30,3.166,9.801
11.30.16.P2,FVK,2016-11-30,2.741,1.737
11.30.16.P1,FVK,2016-11-30,20.542,7.503
11.30.16.P1,FVK,2016-11-30,18.21,7.621
11.30.16.P2,FVK,2016-11-30,62.905,7.854
11.30.16.P1,FVK,2016-11-30,8.557,6.715
11.30.16.P2,FVK,2016-11-30,15.553,6.966
11.30.16.P1,FVK,2016-11-30,8.717,11.513
11.30.16.P2,FVK,2016-11-30,3.801,19.719
11.30.16.P3,FVK,2016-11-30,0.958,19.286
11.30.16.P1,FVK,2016-11-30,19.165,14.813
11.30.16.P2,FVK,2016-11-30,0.528,31.434
11.30.16.P2,FVK,2016-11-30,7.149,1.519
11.30.16.P1,FVK,2016-11-30,17.857,8.529
11.30.16.P2,FVK,2016-11-30,0.256,NA
11.30.16.P2,FVK,2016-11-30,4.524,22.953
11.30.16.P1,FVK,2016-11-30,21.902,5.99
11.30.16.P1,FVK,2016-11-30,12.386,9.954
11.30.16.P2,FVK,2016-11-30,8.246,12.126
11.30.16.P2,FVK,2016-11-30,1.293,NA
11.30.16.P2,FVK,2016-11-30,10.439,2.791
11.30.16.P1,FVK,2016-11-30,41.684,7.894
11.30.16.P1,FVK,2016-11-30,38.205,3.222
11.30.16.P1,FVK,2016-11-30,14.642,2.726
11.30.16.P1,FVK,2016-11-30,40.293,7.392
11.30.16.P2,FVK,2016-11-30,29.075,6.437
11.30.16.P2,FVK,2016-11-30,4.306,18.402
11.30.16.P2,FVK,2016-11-30,4.587,26.858
11.30.16.P1,FVK,2016-11-30,26.925,1.793
11.30.16.P1,FVK,2016-11-30,27.83,22.229
11.30.16.P1,FVK,2016-11-30,25.401,3.516
11.30.16.P1,FVK,2016-11-30,9.063,8.181
11.30.16.P3,FVK,2016-11-30,3.092,9.051
11.30.16.P2,FVK,2016-11-30,10.632,22.628
11.30.16.P3,FVK,2016-11-30,5.287,26.512
11.30.16.P1,FVK,2016-11-30,44.785,6.755
11.30.16.P1,FVK,2016-11-30,24.311,10.225
11.30.16.P1,FVK,2016-11-30,8.485,8.649
11.30.16.P1,FVK,2016-11-30,12.644,10.147
11.30.16.P2,FVK,2016-11-30,6.586,1.185
11.30.16.P3,FVK,2016-11-30,9.036,0
12.7.16.P1,FVK,2016-12-08,60.79,2.888
11.17.15.P2,FVK,2015-11-17,86.877,7.956
11.10.15.P2,FVK,2015-11-10,10.137,7.459
11.17.15.P2,FVK,2015-11-17,17.279,8.945
11.22.15.P2,FVK,2015-11-22,18.36,5.202
11.17.15.P2,FVK,2015-11-17,29.446,29.744
11.17.15.P2,FVK,2015-11-17,43.379,7.037
11.10.15.P1,FVK,2015-11-10,54.426,0.864
11.20.15.P6,FVK,2015-11-20,5.858,51.18
11.17.15.P2,FVK,2015-11-17,13.503,32.453
11.10.15.P2,FVK,2015-11-10,5.372,64.222
11.10.15.P1,FVK,2015-11-10,19.156,9.182
11.24.15.P1,FVK,2015-11-24,3.509,4.675
11.19.15.P2,FVK,2015-11-19,24.408,12.972
11.17.15.P2,FVK,2015-11-17,34.552,6.504
11.10.15.P2,FVK,2015-11-10,5.185,11.256
11.22.15.P5,FVK,2015-11-22,18.015,12.512
11.17.15.P2,FVK,2015-11-17,10.187,26.875
11.10.15.P1,FVK,2015-11-10,53.886,2.877
11.17.15.P1,FVK,2015-11-17,10.352,10.688
11.10.15.P1,FVK,2015-11-10,30.956,17.591
11.17.15.P1,FVK,2015-11-17,24.525,8.553
11.22.15.P5,FVK,2015-11-22,11.436,20.399
11.17.15.P2,FVK,2015-11-17,0.006,NA
11.17.15.P2,FVK,2015-11-17,18.418,13.938
11.22.15.P5,FVK,2015-11-22,6.713,11.651
11.17.15.P2,FVK,2015-11-17,59.921,23.126
11.22.15.P5,FVK,2015-11-22,6.617,6.509
11.22.15.P2,FVK,2015-11-22,13.345,15.762
11.17.15.P4,FVK,2015-11-17,40.376,12.415
11.22.15.P2,FVK,2015-11-22,104.708,9.659
11.17.15.P2,FVK,2015-11-17,47.773,0.523
11.17.15.P2,FVK,2015-11-17,49.044,3.154
11.17.15.P2,FVK,2015-11-17,60.154,6.372
11.22.15.P2,FVK,2015-11-22,31.15,26.768
11.17.15.P2,FVK,2015-11-17,35.858,18.815
11.17.15.P2,FVK,2015-11-17,43.425,1.203
11.3.15.P3,FVK,2015-11-03,18.647,4.849
11.3.15.P3,FVK,2015-11-03,36.968,1.988
11.19.15.P3,FVK,2015-11-19,23.028,5.989
11.22.15.P5,FVK,2015-11-22,37.637,5.529
11.17.15.P1,FVK,2015-11-17,6.947,6.136
11.4.15.P1,FVK,2015-11-03,51.9,30.256
11.10.15.P1,FVK,2015-11-10,22.973,13.282
11.20.15.P6,FVK,2015-11-20,30.63,8.394
11.17.15.P2,FVK,2015-11-17,7.879,3.022
11.17.15.P1,FVK,2015-11-17,12.092,2.515
11.19.15.P3,FVK,2015-11-19,8.898,3.124
11.20.15.P2,FVK,2015-11-20,9.065,9.205
11.17.15.P1,FVK,2015-11-17,19.257,2.894
11.17.15.P1,FVK,2015-11-17,7.054,11.821
11.10.15.P1,FVK,2015-11-10,31.064,7.288
11.19.15.P2,FVK,2015-11-19,17.904,13.451
11.19.15.P3,FVK,2015-11-19,14.238,24.703
11.20.15.P6,FVK,2015-11-20,9.051,11.648
11.19.15.P2,FVK,2015-11-19,21.577,11.251
11.10.15.P2,FVK,2015-11-10,13.091,11.781
11.10.15.P2,FVK,2015-11-10,13.311,7.591
11.10.15.P2,FVK,2015-11-10,9.933,23.342
11.22.15.P2,FVK,2015-11-22,36.125,13.864
11.22.15.P2,FVK,2015-11-22,18.04,27.074
11.19.15.P3,FVK,2015-11-19,16.342,17.117
11.10.15.P2,FVK,2015-11-10,18.413,10.91
11.17.15.P1,FVK,2015-11-17,27.326,0.814
11.17.15.P4,FVK,2015-11-17,20.349,5.609
11.19.15.P2,FVK,2015-11-19,24.418,8.962
11.19.15.P3,FVK,2015-11-19,5.05,29.474
11.19.15.P2,FVK,2015-11-19,15.227,7.365
11.3.15.P3,FVK,2015-11-03,53.871,70.737
11.19.15.P3,FVK,2015-11-19,28.204,15.649
11.4.15.P1,FVK,2015-11-04,83.274,15.263
11.10.15.P1,FVK,2015-11-10,15.999,3.222
11.19.15.P2,FVK,2015-11-19,41.913,10.014
11.20.15.P6,FVK,2015-11-20,17.826,6.699
11.19.15.P3,FVK,2015-11-19,18.68,25.538
11.22.15.P2,FVK,2015-11-22,27.458,15.384
11.19.15.P3,FVK,2015-11-19,25.021,15.169
11.17.15.P1,FVK,2015-11-17,27.403,4.398
11.3.15.P3,FVK,2015-11-04,33.378,15.509
11.10.15.P1,FVK,2015-11-10,11.348,6.487
11.22.15.P2,FVK,2015-11-22,26.813,25.312
11.17.15.P2,FVK,2015-11-17,22.494,3.249
11.10.15.P1,FVK,2015-11-10,27.246,14.574
11.22.15.P2,FVK,2015-11-22,10.051,NA
