poop_id,extraction_date,extraction_observerID,extraction_volume,weigh_date,weigh_observerID,hair,contaminants,mass_g,extra,extractID
H0981,NA,NA,1000,2015-10-11,FVK,FALSE,needles removed,0.049,NA,4531
H0982,NA,NA,1000,2015-10-15,NA,TRUE,bracts removed,0.051,NA,4532
H0984,NA,NA,1000,2015-10-17,NA,FALSE,needles removed,0.022,NA,4533
H0985,NA,NA,1000,2015-10-22,NA,FALSE,NA,0.053,NA,4534
H0986,NA,NA,1000,2015-10-19,NA,FALSE,bracts removed,0.05,NA,4535
H0988,NA,NA,1000,2015-10-08,FVK,FALSE,NA,0.046,NA,4536
H0991,NA,NA,1000,2015-10-16,NA,FALSE,bracts removed,0.051,NA,4537
H0995,NA,NA,1000,2015-10-16,NA,FALSE,needles removed,0.046,NA,4538
H0997,NA,NA,1000,2015-10-22,NA,FALSE,bract and leaves removed,0.051,NA,4539
H1124,NA,NA,1000,2015-10-22,NA,FALSE,bracts removed,0.043,NA,4540
H1001,NA,NA,1000,2015-10-21,NA,FALSE,bract and needles removed,0.055,NA,4541
H1002,NA,NA,1000,2015-10-16,NA,FALSE,bract and leaves removed,0.053,NA,4542
H1005,NA,NA,1000,2015-10-08,FVK,FALSE,bracts removed,0.052,NA,4543
H1006,NA,NA,1000,2015-10-21,NA,FALSE,NA,0.045,NA,4544
H1009,NA,NA,1000,2015-10-08,FVK,FALSE,grass removed,0.052,NA,4545
H1011,NA,NA,1000,2015-10-16,NA,FALSE,NA,0.051,NA,4546
H1014,NA,NA,1000,2015-10-11,NA,FALSE,NA,0.053,NA,4547
H1015,NA,NA,1000,2015-10-22,NA,FALSE,NA,0.03,NA,4548
H1017,NA,NA,1000,2015-10-22,NA,FALSE,NA,0.05,NA,4549
H1233,NA,NA,1000,2015-10-22,NA,FALSE,leaves removed,0.051,NA,4550
H1024,NA,NA,1000,2015-10-14,NA,TRUE,NA,0.049,NA,4551
H1025,NA,NA,1000,2015-10-22,NA,FALSE,NA,0.047,NA,4552
H1021,NA,NA,1000,2015-10-16,NA,FALSE,bracts removed,0.049,NA,4553
H1028,NA,NA,1000,2015-10-08,FVK,FALSE,NA,0.053,NA,4554
H1029,NA,NA,1000,2015-10-08,FVK,FALSE,NA,0.049,NA,4555
H1031,NA,NA,1000,2015-10-11,FVK,FALSE,NA,0.052,NA,4556
H1039,NA,NA,1000,2015-10-16,NA,FALSE,NA,0.032,NA,4557
H1041,NA,NA,1000,2015-10-11,FVK,FALSE,NA,0.049,NA,4558
H1043,NA,NA,1000,2015-10-08,FVK,FALSE,NA,0.054,NA,4559
H1044,NA,NA,1000,2015-10-16,NA,FALSE,NA,0.049,NA,4560
H1045,NA,NA,1000,2015-10-22,NA,FALSE,NA,0.04,NA,4561
H1439,NA,NA,1000,2015-10-15,NA,FALSE,bracts removed,0.048,NA,4562
H1053,NA,NA,1000,2015-10-11,FVK,FALSE,needles removed,0.048,NA,4563
H1066,NA,NA,1000,2015-10-15,NA,FALSE,bracts removed,0.05,NA,4564
H1055,NA,NA,1000,2015-10-11,FVK,FALSE,NA,0.054,NA,4565
H1056,NA,NA,1000,2015-10-22,NA,TRUE,NA,0.048,NA,4566
H1058,NA,NA,1000,2015-10-11,FVK,FALSE,bracts removed,0.053,NA,4567
H1059,NA,NA,1000,2015-10-20,NA,FALSE,NA,0.052,NA,4568
H1062,NA,NA,1000,2015-10-21,NA,FALSE,NA,0.049,NA,4569
H1063,NA,NA,1000,2015-10-11,FVK,FALSE,NA,0.049,NA,4570
H1064,NA,NA,1000,2015-10-22,NA,FALSE,bracts removed,0.046,NA,4571
H0990,NA,NA,1000,2015-10-16,NA,FALSE,needles removed,0.049,NA,4572
H1188,NA,NA,1000,2015-10-22,NA,FALSE,NA,0.035,NA,4573
H1133,NA,NA,1000,2015-10-08,FVK,FALSE,bracts removed,0.047,NA,4574
H1070,NA,NA,1000,2015-10-11,FVK,FALSE,NA,0.021,NA,4575
H1073,NA,NA,1000,2015-10-11,FVK,FALSE,needles removed,0.046,NA,4576
H1075,NA,NA,1000,2015-10-19,NA,FALSE,bracts removed,0.048,NA,4577
H1080,NA,NA,1000,2015-10-16,NA,FALSE,bracts removed,0.048,NA,4578
H1081,NA,NA,1000,2015-10-11,FVK,FALSE,NA,0.029,NA,4579
H1083,NA,NA,1000,2015-10-11,FVK,FALSE,NA,0.047,NA,4580
H1084,NA,NA,1000,2015-10-12,NA,TRUE,bracts removed,0.051,NA,4581
H1087,NA,NA,1000,2015-10-17,NA,FALSE,grass removed,0.051,NA,4582
H1088,NA,NA,1000,2015-10-08,FVK,FALSE,NA,0.05,NA,4583
H1090,NA,NA,1000,2015-10-11,FVK,FALSE,NA,0.053,NA,4584
H1091,NA,NA,1000,2015-10-08,NA,FALSE,needles removed,0.048,NA,4585
H1467,NA,NA,1000,2015-10-11,FVK,FALSE,bracts removed,0.05,NA,4586
H1094,NA,NA,1000,2015-10-11,FVK,FALSE,NA,0.051,NA,4587
H0975,NA,NA,1000,2015-10-08,FVK,FALSE,NA,0.05,NA,4588
H1098,NA,NA,1000,2015-10-17,NA,FALSE,NA,0.043,NA,4589
H1102,NA,NA,1000,2015-10-22,NA,FALSE,bracts removed,0.05,NA,4590
H1104,NA,NA,1000,2015-10-12,NA,TRUE,bracts removed,0.051,NA,4591
H1106,NA,NA,1000,2015-10-22,NA,FALSE,NA,0.052,NA,4592
H0923,NA,NA,1000,2015-10-16,NA,FALSE,bracts removed,0.05,NA,4593
H1112,NA,NA,1000,2015-10-11,FVK,FALSE,bracts removed,0.051,NA,4594
H1113,NA,NA,1000,2015-10-11,FVK,FALSE,bracts removed,0.053,NA,4595
H1114,NA,NA,1000,2015-10-11,NA,FALSE,bracts removed,0.048,NA,4596
H1227,NA,NA,1000,2015-10-22,NA,FALSE,bracts removed,0.052,NA,4597
H1121,NA,NA,1000,2015-10-17,NA,FALSE,grass removed,0.021,NA,4598
H1122,NA,NA,1000,2015-10-11,FVK,FALSE,NA,0.052,NA,4599
H1130,NA,NA,1000,2015-10-12,NA,TRUE,bracts removed,0.053,NA,4600
H1135,NA,NA,1000,2015-10-17,NA,FALSE,bracts removed,0.052,NA,4601
H1136,NA,NA,1000,2015-10-15,NA,FALSE,needles removed,0.051,NA,4602
H1139,NA,NA,1000,2015-10-22,NA,FALSE,leaves and needles removed,0.052,NA,4603
H1097,NA,NA,1000,2015-10-16,NA,FALSE,bract and needles removed,0.052,NA,4604
H1145,NA,NA,1000,2015-10-21,NA,FALSE,NA,0.03,NA,4605
H1146,NA,NA,1000,2015-10-22,NA,TRUE,NA,0.053,NA,4606
H1155,NA,NA,1000,2015-10-15,NA,FALSE,needles removed,0.051,NA,4607
H1158,NA,NA,1000,2015-10-11,FVK,FALSE,needles removed,0.048,NA,4608
H1159,NA,NA,1000,2015-10-22,NA,FALSE,grass removed,0.053,NA,4609
H1161,NA,NA,1000,2015-10-11,FVK,FALSE,NA,0.051,NA,4610
H1117,NA,NA,1000,2015-10-08,FVK,FALSE,NA,0.05,NA,4611
H1167,NA,NA,1000,2015-10-20,NA,FALSE,NA,0.054,NA,4612
H1171,NA,NA,1000,2015-10-22,NA,FALSE,bracts removed,0.048,NA,4613
H1174,NA,NA,1000,2015-10-21,NA,TRUE,NA,0.05,NA,4614
H1183,NA,NA,1000,2015-10-12,NA,FALSE,NA,0.053,NA,4615
H1187,NA,NA,1000,2015-10-11,FVK,FALSE,NA,0.049,NA,4616
H1189,NA,NA,1000,2015-10-21,NA,TRUE,NA,0.021,NA,4617
H1190,NA,NA,1000,2015-10-16,NA,FALSE,bracts removed,0.05,NA,4618
H1191,NA,NA,1000,2015-10-15,NA,FALSE,bracts removed,0.031,NA,4619
H1193,NA,NA,1000,2015-10-11,NA,FALSE,bracts removed,0.047,NA,4620
H1197,NA,NA,1000,2015-10-16,NA,FALSE,needles removed,0.054,NA,4621
H1198,NA,NA,1000,2015-10-17,NA,FALSE,NA,0.053,NA,4622
H1199,NA,NA,1000,2015-10-15,NA,FALSE,NA,0.049,NA,4623
H1201,NA,NA,1000,2015-10-21,NA,FALSE,NA,0.047,NA,4624
H1205,NA,NA,1000,2015-10-12,NA,FALSE,bracts removed,0.053,NA,4625
H1207,NA,NA,1000,2015-10-21,NA,FALSE,NA,0.041,NA,4626
H1210,NA,NA,1000,2015-10-08,FVK,FALSE,NA,0.047,NA,4627
H1211,NA,NA,1000,2015-10-15,NA,FALSE,needles removed,0.046,NA,4628
H1212,NA,NA,1000,2015-10-11,FVK,FALSE,NA,0.049,NA,4629
H1215,NA,NA,1000,2015-10-11,NA,FALSE,needles removed,0.044,NA,4630
H1217,NA,NA,1000,2015-10-11,FVK,FALSE,NA,0.054,NA,4631
H1218,NA,NA,1000,2015-10-22,NA,FALSE,bract and needles removed,0.05,NA,4632
H1219,NA,NA,1000,2015-10-11,NA,FALSE,bract and needles removed,0.037,NA,4633
H1220,NA,NA,1000,2015-10-08,FVK,FALSE,NA,0.037,NA,4634
H1222,NA,NA,1000,2015-10-19,NA,FALSE,NA,0.037,NA,4635
H1226,NA,NA,1000,2015-10-15,FVK,FALSE,grass removed,0.044,NA,4636
H1228,NA,NA,1000,2015-10-23,NA,FALSE,NA,0.048,NA,4637
H1230,NA,NA,1000,2015-10-08,FVK,FALSE,NA,0.046,NA,4638
H1232,NA,NA,1000,2015-10-22,NA,FALSE,needles removed,0.03,NA,4639
H1100,NA,NA,1000,2015-10-08,FVK,FALSE,needles removed,0.054,NA,4640
H1236,NA,NA,1000,2015-10-16,NA,FALSE,bracts removed,0.051,NA,4641
H1239,NA,NA,1000,2015-10-11,FVK,FALSE,grass removed,0.042,NA,4642
H1240,NA,NA,1000,2015-10-15,NA,FALSE,needles removed,0.052,NA,4643
H1241,NA,NA,1000,2015-10-11,FVK,FALSE,needles removed,0.053,NA,4644
H1246,NA,NA,1000,2015-10-22,NA,FALSE,needles removed,0.054,NA,4645
H1250,NA,NA,1000,2015-10-22,NA,FALSE,grass removed,0.048,NA,4646
H1251,NA,NA,1000,2015-10-17,NA,FALSE,needles removed,0.054,NA,4647
H1255,NA,NA,1000,2015-10-08,FVK,FALSE,bracts removed,0.048,NA,4648
H1257,NA,NA,1000,2015-10-17,NA,FALSE,needles removed,0.047,NA,4649
H1258,NA,NA,1000,2015-10-17,NA,TRUE,NA,0.051,NA,4650
H1259,NA,NA,1000,2015-10-17,NA,FALSE,NA,0.055,NA,4651
H1260,NA,NA,1000,2015-10-08,FVK,FALSE,bract and grass removed,0.053,NA,4652
H1263,NA,NA,1000,2015-10-21,NA,TRUE,bracts removed,0.054,NA,4653
H1267,NA,NA,1000,2015-10-11,FVK,FALSE,needles removed,0.054,NA,4654
H1273,NA,NA,1000,2016-02-17,NA,FALSE,NA,0.051,NA,4655
H1277,NA,NA,1000,2015-10-17,NA,FALSE,bracts removed,0.05,NA,4656
H1281,NA,NA,1000,2015-10-17,NA,FALSE,bracts removed,0.05,NA,4657
H1282,NA,NA,1000,2015-10-17,NA,FALSE,needles removed,0.046,NA,4658
H1283,NA,NA,1000,2015-10-20,NA,FALSE,NA,0.051,NA,4659
H1284,NA,NA,1000,2015-10-17,NA,FALSE,bracts removed,0.052,NA,4660
H0752,NA,NA,1000,2015-10-08,FVK,FALSE,needles removed,0.053,NA,4661
H1516,NA,NA,1000,2015-10-16,NA,FALSE,needles removed,0.048,NA,4662
H1288,NA,NA,1000,2015-10-20,NA,FALSE,needles removed,0.05,NA,4663
H1290,NA,NA,1000,2015-10-17,NA,FALSE,NA,0.007,NA,4664
H1292,NA,NA,1000,2015-10-17,NA,FALSE,needles removed,0.048,NA,4665
H1294,NA,NA,1000,2015-10-17,NA,FALSE,bract and needles removed,0.053,NA,4666
H1296,NA,NA,1000,2015-10-17,NA,FALSE,needles removed,0.053,NA,4667
H1299,NA,NA,1000,2015-10-20,NA,TRUE,bracts removed,0.052,NA,4668
H1300,NA,NA,1000,2015-10-19,NA,FALSE,needles removed,0.053,NA,4669
H1301,NA,NA,1000,2015-10-22,NA,FALSE,needles removed,0.054,NA,4670
H1302,NA,NA,1000,2015-10-17,NA,FALSE,NA,0.021,NA,4671
H1304,NA,NA,1000,2015-10-17,NA,FALSE,needles removed,0.053,NA,4672
H1305,NA,NA,1000,2015-10-17,NA,FALSE,NA,0.051,NA,4673
H1307,NA,NA,1000,2015-10-19,NA,FALSE,needles removed,0.049,NA,4674
H1308,NA,NA,1000,2015-10-17,NA,FALSE,NA,0.034,NA,4675
H1312,NA,NA,1000,2015-10-17,NA,FALSE,bracts removed,0.05,NA,4676
H1316,NA,NA,1000,2015-10-19,NA,FALSE,bract and thorn removed,0.049,NA,4677
H1317,NA,NA,1000,2015-10-17,NA,FALSE,NA,0.035,NA,4678
H1320,NA,NA,1000,2015-10-19,NA,TRUE,NA,0.053,NA,4679
H1326,NA,NA,1000,2015-10-15,NA,TRUE,needles removed,0.054,NA,4680
H1328,NA,NA,1000,2016-02-15,NA,TRUE,bracts removed,0.05,NA,4681
H1331,NA,NA,1000,2015-10-20,NA,FALSE,NA,0.038,NA,4682
H1333,NA,NA,1000,2015-10-11,FVK,FALSE,NA,0.05,NA,4683
H1334,NA,NA,1000,2015-10-17,NA,FALSE,NA,0.054,NA,4684
H1337,NA,NA,1000,2015-10-21,NA,FALSE,bracts removed,0.052,NA,4685
H1340,NA,NA,1000,2015-10-17,NA,FALSE,NA,0.051,NA,4686
H1342,NA,NA,1000,2015-10-22,NA,TRUE,NA,0.046,NA,4687
H1345,NA,NA,1000,2015-10-20,NA,TRUE,NA,0.049,NA,4688
H1348,NA,NA,1000,2015-10-15,NA,FALSE,needles removed,0.046,NA,4689
H1352,NA,NA,1000,2015-10-11,NA,FALSE,NA,0.054,NA,4690
H1491,NA,NA,1000,2015-10-17,NA,FALSE,NA,0.047,NA,4691
H1355,NA,NA,1000,2015-10-17,NA,FALSE,NA,0.046,NA,4692
H1356,NA,NA,1000,2015-10-15,NA,FALSE,bracts removed,0.051,NA,4693
H1360,NA,NA,1000,2015-10-20,NA,FALSE,NA,0.046,NA,4694
H1362,NA,NA,1000,2015-10-20,NA,FALSE,bracts removed,0.052,NA,4695
H1370,NA,NA,1000,2015-10-17,NA,TRUE,bracts removed,0.047,NA,4696
H1374,NA,NA,1000,2015-10-21,NA,FALSE,NA,0.033,NA,4697
H1375,NA,NA,1000,2015-10-17,NA,FALSE,NA,0.053,NA,4698
H1378,NA,NA,1000,2015-10-20,NA,FALSE,bracts removed,0.051,NA,4699
H1381,NA,NA,1000,2015-10-17,NA,FALSE,needles removed,0.046,NA,4700
H1382,NA,NA,1000,2015-10-17,NA,FALSE,bracts removed,0.049,NA,4701
H1383,NA,NA,1000,2015-10-20,NA,TRUE,bracts removed,0.052,NA,4702
H1386,NA,NA,1000,2015-10-20,NA,TRUE,grass removed,0.052,NA,4703
H1387,NA,NA,1000,2015-10-21,NA,FALSE,bracts removed,0.054,NA,4704
H0885,NA,NA,1000,2015-10-17,NA,FALSE,grass removed,0.05,NA,4705
H1391,NA,NA,1000,2015-10-17,NA,FALSE,NA,0.051,NA,4706
H1392,NA,NA,1000,2015-10-11,NA,FALSE,bracts removed,0.05,NA,4707
H1327,NA,NA,1000,2015-10-17,NA,FALSE,bracts removed,0.047,NA,4708
H1395,NA,NA,1000,2015-10-26,NA,FALSE,bracts removed,0.028,NA,4709
H1397,NA,NA,1000,2015-10-19,NA,FALSE,bracts removed,0.047,NA,4710
H1399,NA,NA,1000,2015-10-17,NA,FALSE,NA,0.05,NA,4711
H1401,NA,NA,1000,2015-10-20,NA,FALSE,NA,0.051,NA,4712
H1402,NA,NA,1000,2015-10-22,NA,FALSE,needles removed,0.052,NA,4713
H1403,NA,NA,1000,2015-10-19,NA,FALSE,bracts removed,0.053,NA,4714
H1404,NA,NA,1000,2015-10-20,NA,FALSE,bract and grass removed,0.051,NA,4715
H1408,NA,NA,1000,2015-10-26,NA,FALSE,bracts removed,0.052,NA,4716
H1376,NA,NA,1000,2015-10-17,NA,FALSE,bracts removed,0.051,NA,4717
H1412,NA,NA,1000,2015-10-17,NA,FALSE,NA,0.053,NA,4718
H1413,NA,NA,1000,2015-10-22,NA,TRUE,NA,0.051,NA,4719
H1414,NA,NA,1000,2015-10-17,NA,FALSE,NA,0.038,NA,4720
H1416,NA,NA,1000,2015-10-21,NA,FALSE,NA,0.051,NA,4721
H1417,NA,NA,1000,2015-10-22,NA,FALSE,bract and needles removed,0.05,NA,4722
H1422,NA,NA,1000,2015-10-15,NA,FALSE,bracts removed,0.052,NA,4723
H1424,NA,NA,1000,2015-10-17,NA,FALSE,NA,0.016,NA,4724
H1425,NA,NA,1000,2015-10-17,NA,FALSE,NA,0.049,NA,4725
H1426,NA,NA,1000,2015-10-15,NA,TRUE,bracts removed,0.052,NA,4726
H1427,NA,NA,1000,2015-10-20,NA,FALSE,NA,0.054,NA,4727
H1429,NA,NA,1000,2015-10-12,NA,TRUE,bracts removed,0.05,NA,4728
H1430,NA,NA,1000,2015-10-16,NA,FALSE,NA,0.05,NA,4729
H1431,NA,NA,1000,2015-10-17,NA,FALSE,needles removed,0.051,NA,4730
H1432,NA,NA,1000,2015-10-19,NA,FALSE,NA,0.051,NA,4731
H1433,NA,NA,1000,2015-10-20,NA,FALSE,NA,0.051,NA,4732
H1436,NA,NA,1000,2015-10-17,NA,FALSE,needles removed,0.053,NA,4733
H1358,NA,NA,1000,2015-10-17,NA,FALSE,bracts removed,0.052,NA,4734
H1640,NA,NA,1000,2015-10-15,NA,FALSE,NA,0.059,NA,4735
H1450,NA,NA,1000,2015-10-15,NA,FALSE,NA,0.049,NA,4736
H1453,NA,NA,1000,2015-10-22,NA,FALSE,needles removed,0.05,NA,4737
H1454,NA,NA,1000,2015-10-25,NA,TRUE,needles removed,0.054,NA,4738
H1455,NA,NA,1000,2015-10-17,NA,FALSE,NA,0.051,NA,4739
H1456,NA,NA,1000,2015-10-25,NA,FALSE,needles removed,0.053,NA,4740
H1457,NA,NA,1000,2015-10-17,NA,TRUE,needles removed,0.051,NA,4741
H1072,NA,NA,1000,2015-10-15,NA,FALSE,NA,0.049,NA,4742
H146,NA,NA,1000,2015-10-17,NA,FALSE,grass removed,0.048,NA,4743
H0872,NA,NA,1000,2015-10-17,NA,FALSE,bracts removed,0.052,NA,4744
H1464,NA,NA,1000,2015-10-17,NA,FALSE,grass removed,0.048,NA,4745
H1465,NA,NA,1000,2015-10-17,NA,FALSE,NA,0.052,NA,4746
H1469,NA,NA,1000,2015-10-17,NA,FALSE,bracts removed,0.05,NA,4747
H1471,NA,NA,1000,2015-10-26,NA,FALSE,bract and needles removed,0.051,NA,4748
H1474,NA,NA,1000,2015-10-19,NA,FALSE,bracts removed,0.053,NA,4749
H1478,NA,NA,1000,2015-10-17,NA,FALSE,NA,0.031,NA,4750
H1479,NA,NA,1000,2015-10-17,NA,FALSE,NA,0.052,NA,4751
H1482,NA,NA,1000,2015-10-25,NA,FALSE,bracts removed,0.047,NA,4752
H1483,NA,NA,1000,2015-10-17,NA,FALSE,NA,0.053,NA,4753
H1486,NA,NA,1000,2015-10-26,NA,FALSE,NA,0.05,NA,4754
H1487,NA,NA,1000,2015-10-17,NA,FALSE,NA,0.053,NA,4755
H1490,NA,NA,1000,2015-10-22,NA,FALSE,bract and leaves removed,0.05,NA,4756
H1544,NA,NA,1000,2015-10-15,NA,FALSE,bracts removed,0.049,NA,4757
H1503,NA,NA,1000,2015-10-12,NA,TRUE,bracts removed,0.049,NA,4758
H1504,NA,NA,1000,2015-10-20,NA,FALSE,bract and needles removed,0.048,NA,4759
H1509,NA,NA,1000,2015-10-16,NA,FALSE,grass and needles removed,0.05,NA,4760
H1513,NA,NA,1000,2015-10-22,NA,FALSE,NA,0.054,NA,4761
H1518,NA,NA,1000,2015-10-25,NA,TRUE,bracts removed,0.048,NA,4762
H1520,NA,NA,1000,2015-10-23,NA,FALSE,grass removed,0.047,NA,4763
H1144,NA,NA,1000,2015-10-16,NA,FALSE,NA,0.052,NA,4764
H1524,NA,NA,1000,2015-10-19,NA,FALSE,grass removed,0.047,NA,4765
H1527,NA,NA,1000,2015-10-21,NA,FALSE,bracts removed,0.017,NA,4766
H1529,NA,NA,1000,2015-10-16,NA,FALSE,NA,0.052,NA,4767
H1530,NA,NA,1000,2015-10-16,NA,FALSE,needles removed,0.046,NA,4768
H1531,NA,NA,1000,2015-10-16,NA,FALSE,NA,0.05,NA,4769
H1533,NA,NA,1000,2015-10-20,NA,FALSE,NA,0.054,NA,4770
H1534,NA,NA,1000,2015-10-08,FVK,FALSE,bracts removed,0.054,NA,4771
H1537,NA,NA,1000,2015-10-20,NA,FALSE,bracts removed,0.05,NA,4772
H1564,NA,NA,1000,2015-10-16,NA,FALSE,NA,0.046,NA,4773
H1571,NA,NA,1000,2015-10-11,FVK,FALSE,NA,0.052,NA,4774
H1548,NA,NA,1000,2015-10-12,NA,FALSE,bracts removed,0.05,NA,4775
H1550,NA,NA,1000,2015-07-03,FVK,FALSE,NA,0.05,NA,4776
H1551,NA,NA,1000,2015-10-22,NA,FALSE,NA,0.051,NA,4777
H1553,NA,NA,1000,2015-10-20,NA,FALSE,NA,0.049,NA,4778
H1556,NA,NA,1000,2015-10-20,NA,FALSE,bracts removed,0.054,NA,4779
H1579,NA,NA,1000,2015-10-21,NA,FALSE,NA,0.033,NA,4780
H1559,NA,NA,1000,2015-10-16,NA,FALSE,bract and needles removed,0.046,NA,4781
H1560,NA,NA,1000,2015-10-22,NA,FALSE,bracts removed,0.053,NA,4782
H1562,NA,NA,1000,2015-10-11,FVK,FALSE,NA,0.053,NA,4783
H1564,NA,NA,1000,2015-07-02,FVK,FALSE,NA,0.039,NA,4784
H1566,NA,NA,1000,2015-10-22,NA,FALSE,NA,0.051,NA,4785
H1567,NA,NA,1000,2015-10-21,NA,TRUE,bracts removed,0.049,NA,4786
H1573,NA,NA,1000,2015-10-22,NA,FALSE,bracts removed,0.046,NA,4787
H1423,NA,NA,1000,2015-10-11,NA,FALSE,NA,0.054,NA,4788
H1580,NA,NA,1000,2015-10-17,NA,FALSE,needles removed,0.054,NA,4789
H1582,NA,NA,1000,2015-07-02,FVK,FALSE,NA,0.05,NA,4790
H1584,NA,NA,1000,2015-10-11,NA,FALSE,NA,0.047,NA,4791
H1588,NA,NA,1000,2015-10-22,NA,FALSE,NA,0.05,NA,4792
H1591,NA,NA,1000,2015-10-19,NA,TRUE,bracts removed,0.054,NA,4793
H1592,NA,NA,1000,2015-10-16,NA,FALSE,bracts removed,0.053,NA,4794
H1594,NA,NA,1000,2015-10-22,NA,FALSE,bracts removed,0.051,NA,4795
H1596,NA,NA,1000,2015-10-21,NA,FALSE,bracts removed,0.047,NA,4796
H1597,NA,NA,1000,2015-10-21,NA,FALSE,bracts removed,0.053,NA,4797
H1599,NA,NA,1000,2015-10-22,NA,FALSE,leaves removed,0.051,NA,4798
H1601,NA,NA,1000,2015-10-23,NA,TRUE,leaves removed,0.049,NA,4799
H0870,NA,NA,1000,2015-10-16,NA,FALSE,needles removed,0.053,NA,4800
H1606,NA,NA,1000,2015-10-22,NA,FALSE,bract and leaves removed,0.052,NA,4801
H1607,NA,NA,1000,2015-10-19,NA,FALSE,NA,0.051,NA,4802
H1610,NA,NA,1000,2015-10-20,NA,FALSE,bracts removed,0.048,NA,4803
H1611,NA,NA,1000,2015-10-19,NA,FALSE,bracts removed,0.051,NA,4804
H1612,NA,NA,1000,2015-10-25,NA,FALSE,NA,0.048,NA,4805
H1615,NA,NA,1000,2015-10-21,NA,FALSE,NA,0.051,NA,4806
H1619,NA,NA,1000,2015-10-20,NA,TRUE,NA,0.052,NA,4807
H1621,NA,NA,1000,2015-10-16,NA,TRUE,needles removed,0.055,NA,4808
H1622,NA,NA,1000,2015-10-08,FVK,FALSE,bracts removed,0.053,NA,4809
H1628,NA,NA,1000,2015-10-22,NA,FALSE,grass removed,0.05,NA,4810
H1636,NA,NA,1000,2015-10-22,NA,FALSE,NA,0.05,NA,4811
H1637,NA,NA,1000,2015-10-20,NA,FALSE,needles removed,0.051,NA,4812
H1641,NA,NA,1000,2015-10-22,NA,TRUE,bracts removed,0.029,NA,4813
H1642,NA,NA,1000,2015-10-11,NA,FALSE,bracts removed,0.048,NA,4814
H1647,NA,NA,1000,2015-10-16,NA,FALSE,NA,0.048,NA,4815
H1649,NA,NA,1000,2015-10-22,NA,FALSE,NA,0.054,NA,4816
H1651,NA,NA,1000,2015-10-19,NA,FALSE,bracts removed,0.05,NA,4817
H1653,NA,NA,1000,2015-10-17,NA,FALSE,NA,0.05,NA,4818
H1654,NA,NA,1000,2015-10-15,NA,FALSE,NA,0.054,NA,4819
H1655,NA,NA,1000,2015-10-20,NA,TRUE,bract and grass removed,0.049,NA,4820
H1656,NA,NA,1000,2015-10-19,NA,FALSE,NA,0.047,NA,4821
H1658,NA,NA,1000,2015-10-23,NA,TRUE,bracts removed,0.05,NA,4822
H1660,NA,NA,1000,2015-10-11,NA,FALSE,bract and needles removed,0.05,NA,4823
H1661,NA,NA,1000,2015-10-20,NA,FALSE,bract and grass removed,0.051,NA,4824
H1663,NA,NA,1000,2015-10-22,NA,FALSE,grass and needles removed,0.051,NA,4825
H1667,NA,NA,1000,2015-10-22,NA,FALSE,grass removed,0.051,NA,4826
H1671,NA,NA,1000,2015-10-16,NA,TRUE,bracts removed,0.05,NA,4827
H1673,NA,NA,1000,2015-10-23,NA,FALSE,NA,0.049,NA,4828
H1678,NA,NA,1000,2015-10-19,NA,FALSE,NA,0.047,NA,4829
H1686,NA,NA,1000,2015-10-22,NA,FALSE,NA,0.049,NA,4830
H1410,NA,NA,1000,2015-10-15,NA,FALSE,bracts removed,0.053,NA,4831
H1692,NA,NA,1000,2015-10-15,NA,FALSE,NA,0.052,NA,4832
H1696,NA,NA,1000,2015-10-23,NA,FALSE,needles removed,0.05,NA,4833
H1697,NA,NA,1000,2015-10-16,NA,FALSE,grass removed,0.05,NA,4834
H1702,NA,NA,1000,2015-10-22,NA,FALSE,NA,0.051,NA,4835
H1703,NA,NA,1000,2015-10-11,FVK,FALSE,NA,0.05,NA,4836
H1706,NA,NA,1000,2015-10-16,NA,FALSE,bract and needles removed,0.051,NA,4837
H1708,NA,NA,1000,2015-10-20,NA,FALSE,bracts removed,0.05,NA,4838
H1709,NA,NA,1000,2015-10-22,NA,TRUE,NA,0.049,NA,4839
H0601,NA,NA,1000,2015-10-20,NA,FALSE,bract and needles removed,0.049,NA,4840
H1716,NA,NA,1000,2015-10-21,NA,FALSE,NA,0.052,NA,4841
H1720,NA,NA,1000,2015-10-20,NA,FALSE,NA,0.053,NA,4842
H1722,NA,NA,1000,2015-10-23,NA,FALSE,NA,0.053,NA,4843
H1723,NA,NA,1000,2015-10-26,NA,FALSE,bracts removed,0.051,NA,4844
H1724,NA,NA,1000,2015-10-19,NA,FALSE,NA,0.046,NA,4845
H1725,NA,NA,1000,2015-10-20,NA,FALSE,bracts removed,0.047,NA,4846
H1729,NA,NA,1000,2015-10-20,NA,FALSE,NA,0.051,NA,4847
H1735,NA,NA,1000,2015-10-20,NA,FALSE,NA,0.054,NA,4848
H1736,NA,NA,1000,2015-10-16,NA,FALSE,grass removed,0.05,NA,4849
H1737,NA,NA,1000,2015-10-16,NA,FALSE,grass removed,0.049,NA,4850
H1739,NA,NA,1000,2015-10-11,FVK,FALSE,bracts removed,0.046,NA,4851
H1742,NA,NA,1000,2015-10-11,FVK,FALSE,NA,0.049,NA,4852
H1460,NA,NA,1000,2015-10-20,NA,FALSE,NA,0.053,NA,4853
H1747,NA,NA,1000,2015-10-23,NA,FALSE,NA,0.054,NA,4854
H1748,NA,NA,1000,2015-10-20,NA,FALSE,"bract, grass, and needle removed",0.048,NA,4855
